Title,Bugtraq_ID,Credit,Published,CVE,Vulnerable
Microsoft Edge Scripting Engine CVE-2017-8660 Remote Memory Corruption Vulnerability,100757,Microsoft ChakraCore Team,Sep 12 2017 12:00AM,CVE-2017-8660,Microsoft Edge  0
Microsoft Windows Device Guard CVE-2017-8746 Local Security Bypass Vulnerability,100760,The vendor reported this issue.,Sep 12 2017 12:00AM,CVE-2017-8746,Microsoft Windows Server 2016  0
Microsoft Windows GDI+ Component CVE-2017-8681 Local Information Disclosure Vulnerability,100727,Mateusz Jurczyk of Google Project Zero.,Sep 12 2017 12:00AM,CVE-2017-8681,Microsoft Windows Server 2016  0
Microsoft Edge CVE-2017-8597 Information Disclosure Vulnerability,100745,Liu Long of Qihoo 360Vulcan Team,Sep 12 2017 12:00AM,CVE-2017-8597,Microsoft Edge  0
Microsoft Windows Hyper-V CVE-2017-8706 Information Disclosure Vulnerability,100789,Nicolas Joly of MSRC Vulnerabilities & Mitigations.,Sep 12 2017 12:00AM,CVE-2017-8706,Microsoft Windows Server 2016  0
Microsoft Edge CVE-2017-8648 Information Disclosure Vulnerability,100750,Maksymilian Motyl from CERT Orange Poland and Zhong Zhaochen (@asnine) of Neusoft,Sep 12 2017 12:00AM,CVE-2017-8648,Microsoft Edge  0
Microsoft Windows Kernel CVE-2017-8708 Local Information Disclosure Vulnerability,100791,James Forshaw of Google Project Zero.,Sep 12 2017 12:00AM,CVE-2017-8708,Microsoft Windows Server 2016  0
Microsoft Windows Kernel CVE-2017-8709 Local Information Disclosure Vulnerability,100792,"fanxiaocao and pjf of IceSword Lab , Qihoo 360.",Sep 12 2017 12:00AM,CVE-2017-8709,Microsoft Windows Server 2016  0
Google Android CVE-2017-0782 Remote Code Execution Vulnerability,100822,Ben Seri and Gregory Vishnepolsky of Armis.,Sep 12 2017 12:00AM,CVE-2017-0782,Google Pixel XL  0
Microsoft Edge Scripting Engine CVE-2017-8738 Remote Memory Corruption Vulnerability,100759,Anonymous working with Trend Micro's Zero Day Initiative,Sep 12 2017 12:00AM,CVE-2017-8738,Microsoft Edge  0
Microsoft Office Publisher CVE-2017-8725 Remote Code Execution Vulnerability,100758,Phil Blankenship,Sep 12 2017 12:00AM,CVE-2017-8725,Microsoft Publisher 2010 Service Pack 2 (64-bit editions)  0
SAP Mobile BI Multiple Unspecified Security Vulnerabilities,100833,The vendor reported this issue.,Sep 12 2017 12:00AM,,SAP Mobile BI  0
Microsoft Windows GDI+ Component CVE-2017-8688 Local Information Disclosure Vulnerability,100756,Weibo Wang (@ma1fan) of 360 Skyeye Labs.,Sep 12 2017 12:00AM,CVE-2017-8688,Microsoft Windows Server 2016  0
IBM FTM for CPS CVE-2017-1535 Cross Site Scripting Vulnerability,100834,IBM,Sep 12 2017 12:00AM,CVE-2017-1535,IBM FTM for CPS  2.1.1.4
WhatsApp CVE-2017-8769 Local Information Disclosure Vulnerability,100906,Yakov Shafranovich.,Sep 12 2017 12:00AM,CVE-2017-8769,WhatsApp Inc. WhatsApp 2.11.432
SAP ASE Installer Unspecified Information Disclosure Vulnerability,100908,The vendor reported this issue.,Sep 12 2017 12:00AM,,SAP ASE Installer  0
SAP NetWeaver Open Redirection Vulnerability,100909,The vendor reported this issue.,Sep 12 2017 12:00AM,,SAP NetWeaver   0
SAP NetWeaver Unspecified SQL Injection Vulnerability,100911,The vendor reported this issue.,Sep 12 2017 12:00AM,,SAP NetWeaver   0
Google Android CVE-2017-0781 Heap Buffer Overflow Vulnerability,100810,Ben Seri and Gregory Vishnepolsky of Armis.,Sep 12 2017 12:00AM,CVE-2017-0781,Google Android 7.1.1
MariaDB and MySQL CVE-2017-3302 Denial of Service Vulnerability,96162,pali,Feb 10 2017 12:00AM,CVE-2017-3302,Ubuntu Ubuntu Linux  17.04
SAP Web Dynpro ABAP Unspecified Cross Site Scripting Vulnerability,100786,The vendor reported this issue.,Sep 12 2017 12:00AM,,SAP Web Dynpro ABAP  0
Microsoft Windows Bluetooth Driver CVE-2017-8628 Man in the Middle Spoofing Vulnerability,100744,"Ben Seri and Gregory Vishnepolsky of Armis, Inc.",Sep 12 2017 12:00AM,CVE-2017-8628,Microsoft Windows Server 2016  0
Microsoft Windows Hyper-V CVE-2017-8704 Remote Denial of Service Vulnerability,100787,"Jordan Rabet, Microsoft Offensive Security Research Team.",Sep 12 2017 12:00AM,CVE-2017-8704,Microsoft Windows Server  2016
Microsoft Windows Hyper-V CVE-2017-8707 Information Disclosure Vulnerability,100790,ZhenhaoHong of Qihoo 360 Marvel Team.,Sep 12 2017 12:00AM,CVE-2017-8707,Microsoft Windows Server 2016  0
i-filter Installer CVE-2017-10860 Untrusted Search Path vulnerability,100916,Eili Masami of Tachibana Lab.,Sep 15 2017 12:00AM,CVE-2017-10860,Digital Arts Inc i-filter  6.0
Trend Micro Mobile Security for Enterprise CVE-2017-14081 Command Injection Vulnerability,100969,Steven Seeley (mr_me) of Offensive Security.,Sep 15 2017 12:00AM,CVE-2017-14081,Trend Micro Mobile Security (Enterprise)  9.7
Linux Kernel CVE-2017-14489 Local Denial of Service Vulnerability,101011,ChunYu Wang from Red Hat.,Sep 15 2017 12:00AM,CVE-2017-14489,SuSE Linux Enterprise Server  12-SP3
Multiple ZTE Microwave NR8000 Series Products CVE-2017-10932 Remote Code Execution Vulnerability,101075,Zhang Jinxin,Sep 15 2017 12:00AM,CVE-2017-10932,ZTE NR8950  0
Oracle MySQL Server CVE-2017-3313 Local Security Vulnerability,95527,Oracle,Jan 17 2017 12:00AM,CVE-2017-3313,Redhat Enterprise Linux Workstation Optional  7
Oracle MySQL CVE-2016-6664 Local Security Vulnerability,93612,Oracle,Oct 18 2016 12:00AM,CVE-2016-6664,Redhat Enterprise Linux Workstation Optional  7
Xen CVE-2017-14317 Double Free Denial of Service Vulnerability,100826,Eric Chanudet of AIS.,Sep 12 2017 12:00AM,CVE-2017-14317,Xen Xen 4.9
IBM Jazz Reporting Service CVE-2017-1490 Unspecified Information Disclosure Vulnerability,100835,The vendor reported this issue.,Sep 12 2017 12:00AM,CVE-2017-1490,IBM Jazz Reporting Service 6.0.4
Microsoft Windows .NET Framework CVE-2017-8759 Remote Code Execution Vulnerability,100742,"Alex Berry and Dhanesh Kizhakkinan of FireEye, Inc.",Sep 12 2017 12:00AM,CVE-2017-8759,Microsoft .NET Framework 4.6.2
SAP NetWeaver Open Redirection Vulnerability,100910,The vendor reported this issue.,Sep 12 2017 12:00AM,,SAP NetWeaver   0
Xen 'grant_table.c' Privilege Escalation Vulnerability,100817,Matthew Daley,Sep 12 2017 12:00AM,CVE-2017-14318,Xen Xen 4.9
Xen CVE-2017-14316 Arbitrary Code Execution Vulnerability,100818,Matthew Daley.,Sep 12 2017 12:00AM,CVE-2017-14316,Xen Xen 4.9
Xen 'mm.c' Remote Privilege Escalation Vulnerability,100819,Andrew Cooper (Citrix),Sep 14 2017 12:00AM,CVE-2017-14319,Xen Xen 4.9
EMC Data Protection Advisor CVE-2017-8013 Hardcoded Password Information Disclosure Vulnerability,100846,rgod,Sep 15 2017 12:00AM,CVE-2017-8013,EMC Data Protection Advisor  6.4
GraphicsMagick CVE-2017-14504 Denial of Service Vulnerability,100877,Kirit Sankar Gupta,Sep 16 2017 12:00AM,CVE-2017-14504,GraphicsMagick GraphicsMagick 1.3.26
Trend Micro Mobile Security for Enterprise Multiple Arbitrary File Upload Vulnerabilities,100970,Roberto Suggi Liverani & Steven Seeley (mr_me) of Offensive Security.,Sep 15 2017 12:00AM,CVE-2017-14079,Trend Micro Mobile Security (Enterprise)  9.7
ImageMagick CVE-2017-14528 Use After Free Denial of Service Vulnerability,100875,Kamil Frankowicz,Sep 17 2017 12:00AM,CVE-2017-14528,ImageMagick ImageMagick  7.0.6-0
ImageMagick CVE-2017-14505 Denial of Service Vulnerability,100882,kirit1193,Sep 17 2017 12:00AM,CVE-2017-14505,ImageMagick ImageMagick  7.0.7-1
ImageMagick CVE-2017-14532 Denial of Service Vulnerability,100883,ADLab of Venustech,Sep 17 2017 12:00AM,CVE-2017-14532,ImageMagick ImageMagick  7.0.7-0
ImageMagick CVE-2017-14533 Denial of Service Vulnerability,100885,ADLab of Venustech,Sep 17 2017 12:00AM,CVE-2017-14533,ImageMagick ImageMagick  7.0.6-6
Moodle CVE-2017-12157 Information Disclosure Vulnerability,100848,Juan Leyva,Sep 18 2017 12:00AM,CVE-2017-12157,Moodle Moodle 3.3.1
ImageMagick CVE-2017-14531 Denial of Service Vulnerability,100888,ADLab of Venustech,Sep 17 2017 12:00AM,CVE-2017-14531,ImageMagick ImageMagick  7.0.7-0
Oracle MySQL Server CVE-2017-3312 Local Security Vulnerability,95491,Oracle,Jan 17 2017 12:00AM,CVE-2017-3312,Redhat Enterprise Linux Workstation Optional  7
Pivotal Spring Web Flow CVE-2017-8039 Incomplete Fix Security Bypass Vulnerability,100849,he1renyagao,Sep 15 2017 12:00AM,CVE-2017-8039,Pivotal Spring Web Flow 2.4.5
Moodle CVE-2017-12156 Cross Site Scripting Vulnerability,100867,The vendor reported this issue.,Sep 18 2017 12:00AM,CVE-2017-12156,Moodle Moodle 3.3.1
Apache Solr CVE-2017-9803 Remote Privilege Escalation Vulnerability,100870,Hrishikesh Gadre of Cloudera Inc,Sep 18 2017 12:00AM,CVE-2017-9803,Apache Solr 6.6
Twiitter App for iOS CVE-2016-10511 SSL Certificate Validation Security Bypass Vulnerability,100904,floyd.,Sep 18 2017 12:00AM,CVE-2016-10511,Twitter Twitter 6.62.1
IBM Java SDK CVE-2017-1541 Security Vulnerability,100915,The vendor reported this issue.,Sep 18 2017 12:00AM,CVE-2017-1541,IBM Vios 2.2.3
Multiple IBM Products CVE-2017-1212 Remote Denial of Service Vulnerability,101511,IBM,Sep 18 2017 12:00AM,CVE-2017-1212,IBM Daeja ViewONE Virtual 5.0
Multiple IBM Products CVE-2017-1209 Cross Site Scripting Vulnerability,101523,IBM,Sep 18 2017 12:00AM,CVE-2017-1209,IBM Daeja ViewONE Virtual 5.0
HP ArcSight ESM and ArcSight ESM Express Multiple Security Vulnerabilities,100935,Andy Tan and Dimitris Karetsos,Sep 20 2017 12:00AM,"CVE-2017-13986
				
					CVE-2017-13987
				
					CVE-2017-13988
				
					CVE-2017-13989
				
					CVE-2017-13990
				
					CVE-2017-13991",HP ArcSight ESM 6.9.1
IBM MQ CVE-2017-1235 Denial of Service Vulnerability,100955,The vendor reported the issue.,Sep 20 2017 12:00AM,CVE-2017-1235,IBM mq  8.0.0.6
Multiple F5 BIG-IP Products CVE-2017-6147 Denial of Service Vulnerability,100981,The vendor reported this issue.,Sep 20 2017 12:00AM,CVE-2017-6147,F5 BIG-IP WebSafe 13.0
IBM WebSphere Portal CVE-2017-1577 Directory Traversal Vulnerability,101017,IBM,Sep 20 2017 12:00AM,CVE-2017-1577,IBM Websphere Portal  9.0.0.0 CF14
Multiple SAP Products 'DBISQL' Information Disclosure Vulnerability,97581,The vendor reported this issue.,Apr 11 2017 12:00AM,,SAP SQL Anywhere  0
Apache Subversion CVE-2017-9800 Remote Command Execution Vulnerability,100259,Jonathan Nieder,Aug 10 2017 12:00AM,CVE-2017-9800,Redhat Enterprise Linux  7
Multiple Schneider Electric Products CVE-2017-13997 Authentication Bypass Vulnerability,100952,Aaron Portnoy.,Sep 21 2017 12:00AM,CVE-2017-13997,Schneider-Electric InTouch Machine Edition  8.0 SP2
Ctek SkyRouter CVE-2017-14000 Authentication Bypass Vulnerability,100953,Maxim Rupp,Sep 21 2017 12:00AM,CVE-2017-14000,Ctek SkyRouter 4300  0
CA Identity Manager CVE-2017-9393 Information Disclosure Vulnerability,100956,Jake Miller of Blue Canopy,Sep 21 2017 12:00AM,CVE-2017-9393,Ca Identity Manager  14.1
GraphicsMagick CVE-2017-14649 Denial of Service Vulnerability,100958,Agostino Sarubbo of Gentoo.,Sep 21 2017 12:00AM,CVE-2017-14649,GraphicsMagick GraphicsMagick 1.3.26
Oracle MySQL Server CVE-2017-3265 Local Security Vulnerability,95520,Oracle,Jan 17 2017 12:00AM,CVE-2017-3265,Redhat Enterprise Linux Workstation Optional  7
Oracle MySQL Server CVE-2017-3456 Remote Security Vulnerability,97831,Zuozhi Fan formerly of Alibaba,Apr 18 2017 12:00AM,CVE-2017-3456,Redhat Enterprise Linux Workstation Optional  7
VMware vCenter Server CVE-2017-4926 HTML Injection Vulnerability,100844,Thomas Ornetzeder.,Sep 15 2017 12:00AM,CVE-2017-4926,VMWare vCenter Server  6.5
IBM Security Identity Adapter CVE-2017-1362 Local Information Disclosure Vulnerability,100965,"Ron Craig, Warren Moynihan, Jonathan Fitz-Gerald, John Zuccato, Rodney Ryan, Chris Shepherd and Dmitriy Beryoza.",Sep 21 2017 12:00AM,CVE-2017-1362,IBM Security Privileged Identity Manager 2.0.2
Tor CVE-2017-0380 Information Disclosure Vulnerability,101222,The vendor reported this issue.,Sep 18 2017 12:00AM,CVE-2017-0380,Torproject Tor  0.3.1.5
NVIDIA GPU Driver CVE-2017-6266 Local Denial of Service Vulnerability,101028,The vendor reported this issue.,Sep 21 2017 12:00AM,CVE-2017-6266,NVIDIA Tesla  0
IniNet Solutions SCADA Web Server CVE-2017-13995 Authentication Bypass Vulnerability,100951,"Matthias Niedermaier and Florian Fischer, both of Augsburg University of Applied Sciences.",Sep 21 2017 12:00AM,CVE-2017-13995,IniNet Solutions GmbH SCADA Web Server  2.02
IBM Business Process Manager CVE-2017-1530 HTML Injection Vulnerability,100960,IBM,Sep 22 2017 12:00AM,CVE-2017-1530,IBM Business Process Manager 8.5 1
IBM Business Process Manager CVE-2017-1425 Cross Site Scripting Vulnerability,100961,Nalla Muthu S and Prasath K,Sep 22 2017 12:00AM,CVE-2017-1425,IBM Business Process Manager  8.5.7.0 CF 2016.12
IBM API Connect CVE-2017-1555 Security Bypass Vulnerability,100973,IBM.,Sep 21 2017 12:00AM,CVE-2017-1555,IBM API Connect  5.0.7.2
IBM Business Process Manager CVE-2017-1531 HTML Injection Vulnerability,100963,IBM,Sep 22 2017 12:00AM,CVE-2017-1531,IBM Business Process Manager 8.5 1
IBM Business Process Manager CVE-2017-1346 Local Information Disclosure Vulnerability,100964,IBM,Sep 22 2017 12:00AM,CVE-2017-1346,IBM Business Process Manager 8.5 1
NVIDIA GPU Driver CVE-2017-6267 Local Denial of Service Vulnerability,101025,The vendor reported this issue.,Sep 21 2017 12:00AM,CVE-2017-6267,NVIDIA Tesla  0
Foxit Reader CVE-2017-14694 Local Buffer Overflow Vulnerability,101009,"Lin Wang, Beihang University, China.",Sep 22 2017 12:00AM,CVE-2017-14694,Foxit Reader  8.3.2.25013
HP SiteScope CVE-2017-14349 Unspecified Unauthorized Access Vulnerability,100989,The vendor reported this issue.,Sep 21 2017 12:00AM,CVE-2017-14349,HP SiteScope  11.30
Apple iOS/WatchOS/tvOS/macOS Multiple Security Vulnerabilities,100990,"Alex Plaskett of MWR InfoSecurity, An anonymous researcher and Russ Cox of Google.",Sep 25 2017 12:00AM,"CVE-2017-7114
				
					CVE-2017-7127
				
					CVE-2017-7086",Apple watchOS 10.1.1
IBM Business Process Manager CVE-2017-1527 XML External Entity Injection Vulnerability,100959,Sergio Ortega Fernndez (PwC Espaa - BSS).,Sep 22 2017 12:00AM,CVE-2017-1527,IBM Business Process Manager 8.5 1
IBM Business Process Manager CVE-2017-1424 HTML Injection Vulnerability,100962,IBM,Sep 22 2017 12:00AM,CVE-2017-1424,IBM Business Process Manager Advanced  8.5.7.0 CF 2017.06
IBM Security Identity Adapter CVE-2017-1483 Authentication Bypass Vulnerability,101013,IBM,Sep 21 2017 12:00AM,CVE-2017-1483,IBM Security Privileged Identity Manager 2.0.2
Apple macOS APPLE-SA-2017-09-25-1 Multiple Security Vulnerabilities,100993,"Daniel Jalkut of Red Sweater Software, Brandon Azad, Tim Kingman, Xiaolong Bai, Min (Spark) Zheng of Alibaba Inc., Benjamin Gnahm (@mitp0sh) of PDX.",Sep 25 2017 12:00AM,"CVE-2017-7126
				
					CVE-2017-7074
				
					CVE-2017-7077
				
					CVE-2017-7082
				
					CVE-2017-7084
				
					CVE-2017-7119
				
					CVE-2017-7141
				
					CVE-2017-7143
				
					CVE-2017-7121
				
					CVE-2017-7122
				
					CVE-2017-7123
				
					CVE-2017-7124
				
					CVE-2017-7125
				
					CVE-2017-7138",Apple macOS  10.12.6
WebKit Multiple Memory Corruption Vulnerabilities,100994,"Samuel Gro and Niklas Baumstark working with Trend Micro's Zero Day Initiative, Qixun Zhao (@S0rryMybad) of Qihoo 360 Vulcan Team, likemeng of Baidu Secutity Lab, Wang Junjie, Wei Lei, and Liu Yang of Nanyang Technological University.",Sep 25 2017 12:00AM,"CVE-2017-7092
				
					CVE-2017-7093
				
					CVE-2017-7104
				
					CVE-2017-7107",WebKit Open Source Project WebKit  0
WebKit Same Origin Policy Security Bypass And Memory Corruption Vulnerabilities,100995,"Apple, Wei Yuan of Baidu Security Lab working with Trend Microâ??s Zero Day Initiative, Tim Michaud (@TimGMichaud) of Leviathan Security Group, Masato Kinugawa and Mario Heiderich of Cure53, Wang Junjie, Wei Lei, and Liu Yang of Nanyang Technological Unive",Sep 25 2017 12:00AM,"CVE-2017-7090
				
					CVE-2017-7091
				
					CVE-2017-7094
				
					CVE-2017-7100
				
					CVE-2017-7102",WebKit Open Source Project WebKit  0
WebKit CVE-2017-7142 Information Disclosure Vulnerability,100996,Unknown,Sep 25 2017 12:00AM,CVE-2017-7142,WebKit Open Source Project WebKit  0
WebKit Multiple Memory Corruption Vulnerabilities,100998,Felipe Freitas of Instituto TecnolÃ³gico de AeronÃ¡utica,Sep 25 2017 12:00AM,"CVE-2017-7098
				
					CVE-2017-7099",WebKit Open Source Project WebKit  0
Apple macOS CVE-2017-7078 Information Disclosure Vulnerability,100999,Anonymous researcher.,Sep 25 2017 12:00AM,CVE-2017-7078,Apple macOS  10.12.6
Apple iOS APPLE-SA-2017-09-25-4 Multiple Security Vulnerabilities,101000,"Anonymous researcher,Dominik Conrads of Federal Office for Information
Security,Elvis (@elvisimprsntr).",Sep 25 2017 12:00AM,"CVE-2017-7131
				
					CVE-2017-7139
				
					CVE-2017-7140
				
					CVE-2017-7145
				
					CVE-2017-7146
				
					CVE-2017-7148",Apple iPod Touch  0
NVIDIA GPU Driver CVE-2017-6270 Local Denial of Service Vulnerability,101002,Enrique Nissim of IOActive.,Sep 25 2017 12:00AM,CVE-2017-6270,NVIDIA Tesla  0
NVIDIA GPU Driver CVE-2017-6271 Local Denial of Service Vulnerability,101001,Enrique Nissim of IOActive.,Sep 25 2017 12:00AM,CVE-2017-6271,NVIDIA Tesla  0
NVIDIA GPU Driver CVE-2017-6277 Local Privilege Escalation Vulnerability,101004,The vendor reported this issue.,Sep 25 2017 12:00AM,CVE-2017-6277,NVIDIA Tesla  0
HP Business Service Management CVE-2017-14350 Remote Code Execution Vulnerability,100988,Micro Focus,Sep 25 2017 12:00AM,CVE-2017-14350,HP Business Service Management  9.40
Linux Kernel CVE-2017-7558 Multiple Local Information Disclosure Vulnerabilities,100466,Stefano Brivio,Aug 23 2017 12:00AM,CVE-2017-7558,Redhat Enterprise Mrg  2
Linux Kernel CVE-2017-7518 Privilage Escalation Vulnerability,99263,Prasad J Pandit / Red Hat Product Security Team,Jun 23 2017 12:00AM,CVE-2017-7518,Linux kernel 4.11.5
Linux Kernel CVE-2017-1000371 Local Security Bypass Vulnerability,99131,Qualys Research Labs,Jun 19 2017 12:00AM,CVE-2017-1000371,Linux kernel 4.11.5
Linux Kernel CVE-2017-12153 Null Pointer Dereference Local Denial of Service Vulnerability,100855,bo Zhang,Sep 13 2017 12:00AM,CVE-2017-12153,Redhat Enterprise Mrg  2
Linux Kernel 'sound/core/timer.c' Local Information Disclosure Vulnerability,99121,Alexander Potapenko,Jun 17 2017 12:00AM,CVE-2017-1000380,Ubuntu Ubuntu Linux  16.04 LTS
Linux Kernel CVE-2017-12146 Local Race Condition Vulnerability,100651,"Yonggang Guo (@guoygang) of IceSword Lab, Qihoo 360 Technology Co. Ltd.",May 25 2017 12:00AM,CVE-2017-12146,Redhat Enterprise Mrg  2
Google Android Kernel Components Multiple Privilege Escalation Vulnerabilities,100215,"Tong Lin (segfault5514@gmail.com), Yuan-Tsung Lo (computernik@gmail.com), and Xuxian Jiang of C0RE Team, V.E.O (@VYSEa) of Mobile Threat Response Team, Trend Micro, and Yonggang Guo (@guoygang) of IceSword Lab, Qihoo 360 Technology Co. Ltd.",Aug 08 2017 12:00AM,"CVE-2017-10661
				
					CVE-2017-0750
				
					CVE-2017-10662
				
					CVE-2017-10663
				
					CVE-2017-0749",Google Android  0
Linux Kernel CVE-2017-14497 Local Buffer Overflow Vulnerability,100871,Vladis Drono,Sep 15 2017 12:00AM,CVE-2017-14497,Redhat Enterprise Linux  7
WebKit CVE-2017-7144 Information Disclosure Vulnerability,100991,Anonymous,Sep 25 2017 12:00AM,CVE-2017-7144,WebKit Open Source Project WebKit  0
Linux Kernel CVE-2017-14340 Local Denial of Service Vulnerability,100851,The vendor reported this issue.,Sep 13 2017 12:00AM,CVE-2017-14340,Linux kernel 4.12.3
Linux Kernel 'drivers/video/fbdev/aty/atyfb_base.c' Local Information Disclosure Vulnerability,100634,sohu0106,Sep 05 2017 12:00AM,CVE-2017-14156,Redhat Enterprise Mrg  2
Linux Kernel CVE-2017-1000111 Local Privilege Escalation Vulnerability,100267,Willem de Bruijn,Aug 10 2017 12:00AM,CVE-2017-1000111,Redhat Enterprise Mrg  2
Linux Kernel CVE-2017-12154 Denial of Service Vulnerability,100856,Jim Mattson (Google.com),Sep 12 2017 12:00AM,CVE-2017-12154,Redhat Enterprise Linux  7
NVIDIA GPU Driver CVE-2017-6272 Local Privilege Escalation Vulnerability,100997,The vendor reported this issue.,Sep 25 2017 12:00AM,CVE-2017-6272,NVIDIA Tesla  0
IPython JSON Error Responses Multiple Cross Site Scripting Vulnerabilities,75328,Ahmad Khan of IBM.,Jun 22 2015 12:00AM,"CVE-2015-4707
				
					CVE-2015-4706",IPython IPython  3.1
Cisco IOS XE Software CVE-2017-12229 Authentication Bypass Vulnerability,101032,Cisco,Sep 27 2017 12:00AM,CVE-2017-12229,Cisco IOS XE Software  0
